STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2165,08-07-2025,Aug,12:00:00,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea, Gate Way of India, Gate Way of India,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,8.0,31140.0,16.0,0.95,220,540,,1.87,5(BDL),136,16994.73,80.0,2.24,0.4,3920.0,740.0,3180.0,1108,7885,30310.0,26673.0,48,0.24,1.48,99.3,0.57,,18°55.348’,72°50.081’
2166,08-07-2025,Aug,13:45:00,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Churni Road,Churni Road,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.9,31220.0,14.0,0.93,220,920,,2.16,5(BDL),130,15995.04,76.0,2.24,0.44,3980.0,740.0,3240.0,1108,7158,29920.0,26330.0,50,0.22,1.53,356,0.56,,18°56.977’,72°49.127’
2167,08-06-2025,Aug,11:00:00,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Worli Seaface,Worli Seaface,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.8,31240.0,12.0,0.95,140,540,,1.69,5(BDL),144,16794.79,72.0,2.24,0.4,4000.0,780.0,3220.0,1019,8499,30910.0,27201.0,48,0.23,1.6,216.4,0.55,,18°59.820’,72°48.722’
1318,08-06-2025,Aug,10:00:00,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Creek,Mahim Creek,Mahim Creek,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.6,7.9,31010.0,14.0,0.93,430,920,,2.1,5(BDL),126,11746.36,64.0,2.24,0.4,4240.0,780.0,3420.0,1033,9127,27358.0,24195.0,32,0.24,1.72,201.55,0.53,,19° 02’,72° 48’
2811,08-06-2025,Aug,10:30:00,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Shivaji Park ,Shivaji Park ,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,5,7.7,31360.0,8.0,0.93,220,920,,1.06,5(BDL),132,12596.09,76.0,2.24,0.4,3240.0,780.0,2460.0,967,6843,27858.0,24518.0,31,0.26,1.99,220.5,0.56,,19° 01.570’,72° 50.069’
2810,08-07-2025,Aug,14:30:00,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Haji Ali,Haji Ali,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.8,31110.0,14.0,0.93,280,920,,1.53,5(BDL),132,12496.13,76.0,2.24,0.4,3180.0,720.0,2460.0,1047.5,6959,26445.0,23272.0,38,0.23,1.9,212.8,0.59,,18° 58.722’,72° 48.685’
2809,08-07-2025,Aug,14:00:00,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea, Malabar Hill, Malabar Hill,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.2,7.9,30670.0,16.0,1,94,540,,2.06,5(BDL),128,12296.19,80.0,2.24,0.4,5160.0,800.0,4360.0,1091,7940,26869.0,23645.0,34,0.24,1.89,213.05,0.57,,18° 57.176’,72° 48.400’
1317,08-07-2025,Aug,08:00:00,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Creek, Eliphanta Island, Eliphanta Island,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.9,31260.0,12.0,0.95,140,540,,1.74,5(BDL),120,12995.97,60.0,2.24,0.4,4200.0,840.0,3360.0,1092.5,4879,27920.0,24572.0,38,0.25,1.95,126.55,0.58,,18° 57’,72° 57’
2808,08-07-2025,Aug,12:30:00,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Narimen Point,Narimen Point,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,28.0,4.4,7.8,31030.0,14.0,0.94,130,430,,1.87,5(BDL),142,12396.16,60.0,2.24,0.4,4000.0,780.0,3220.0,1073.5,8795,27320.0,23892.0,31,0.23,1.76,235.9,0.6,,18° 55.534’,72° 49.108’
2168,08-05-2025,Aug,13:00:00,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",River,Mithi River,Mithi River,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.4,648.0,38.0,1.93,1400,5400,110,2.79,5(BDL),178,77.98,112.0,19.04,11.68,130.0,84.0,46.0,22.43,38.98,488.0,414.0,20,1.95,0.5(BDL),11.36,0.2(BDL),,19°03.095’,72°50.907’
2169,08-05-2025,Aug,13:00:00,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Versova Beach,Versova Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,28.0,4.8,7.8,33010.0,14.0,1.35,140,540,,1(BDL),5(BDL),116,13895.69,180.0,2.24,0.4,3740.0,700.0,3040.0,1942,6904,29048.0,25562.0,56,0.24,0.56,378.6,0.55,,19°08.321’,72°48.349’
2812,08-05-2025,Aug,13:00:00,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Juhu  Beach,Juhu  Beach,Mumbai,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,4.4,8.0,32970.0,16.0,1.32,280,920,,1(BDL),5(BDL),122,14095.63,192.0,2.24,0.4,4600.0,720.0,3880.0,1901.5,7296,29222.0,25540.0,52,0.2(BDL),0.58,206.3,0.55,,19° 05.795’,72° 49.564’
2782,08-06-2025,Aug,13:45:00,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Nala,Rabodi,Rabodi,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.3(BDL),7.2,721.0,44.0,1.98,220,540,,4.76,5(BDL),230,72.98,128.0,6.72,4.12,188.0,128.0,60.0,61.66,42.99,518.0,456.0,41,1.4,0.5(BDL),11.2,0.2(BDL),,19° 12.081’,72° 59.173’
2783,08-06-2025,Aug,14:20:00,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Nala,Colour Chem ,Colour Chem ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,1,7.4,711.0,30.0,2.09,140,540,,6.29,5(BDL),232,71.48,84.0,8.96,4.26,190.0,126.0,64.0,54.02,41.24,510.0,452.0,62,0.25,0.5(BDL),10.91,0.2(BDL),,19° 12.957’,72° 59.153’
2784,08-06-2025,Aug,15:10:00,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Nala,Sandoz ,Sandoz ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,0.9,7.3,717.0,35.0,2,110,430,,4.55,5(BDL),236,74.98,80.0,7.84,4.18,188.0,132.0,56.0,50.46,35,526.0,463.0,52,0.23,0.5(BDL),11.2,0.2(BDL),,19° 14.219’,72° 59.844’
2792,08-06-2025,Aug,11:35:00,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.4,7.2,10750.0,4.6,0.85,220,920,,1.11,5(BDL),112,3673.86,8.0,2.24,0.4,1090.0,210.0,880.0,411,1713,9158.0,8059.0,45,0.2(BDL),0.63,57.82,0.24,,19° 12.573’,73° 01.068’
2793,08-06-2025,Aug,13:00:00,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Creek,Thane ,Thane ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,5,7.3,10650.0,8.4,0.85,280,920,,1(BDL),5(BDL),110,3623.88,64.0,2.24,0.4,1240.0,210.0,1030.0,265.6,1660,9058.0,7972.0,46,0.2(BDL),0.64,68.28,0.24,,19° 11.736’,72° 59.152’
2794,08-06-2025,Aug,10:50:00,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.4,7.3,10660.0,4.4,0.83,94,430,,1.06,5(BDL),104,3498.92,8.0,1.5(BDL),0.4,1050.0,210.0,840.0,386.8,1766.8,9062.0,7975.0,40,0.2(BDL),0.61,57.9,0.23,,19° 14.723’,72° 59.856’
2795,08-06-2025,Aug,10:00:00,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,5.2,7.2,11190.0,7.4,0.85,110,540,,1(BDL),5(BDL),84,3523.91,44.0,2.24,0.4,1100.0,220.0,880.0,803.6,1531.5,9511.0,8370.0,58,0.28,0.6,57.29,0.24,,19° 17.229’,72° 56.310’
1316,08-07-2025,Aug,12:25:00,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,Bassein ,Bassein ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,29.0,4.4,7.6,27990.0,14.0,0.91,110,540,,2.35,5(BDL),102,12296.19,204.0,2.24,0.4,3420.0,560.0,2860.0,1536,4824.5,25589.0,22518.0,52,0.26,1.1,210,0.52,,19° 18’,72° 46’
2696,08-07-2025,Aug,14:30:00,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,Pehlar,Pehlar ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,29.0,7,7.5,1562.0,2.0,0.4,1.8(BDL),22,1.8(BDL),1.13,5(BDL),56,17.99,8.0,1.5(BDL),0.4,56.0,34.0,22.0,5(BDL),10.85,132.0,116.0,10(BDL),0.35,0.5(BDL),1(BDL),0.2(BDL),,19° 26.601’,72° 53.374’
2796,08-07-2025,Aug,15:15:00,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,5,7.1,21890.0,8.0,1.03,110,430,,2.6,5(BDL),96,8797.27,72.0,2.24,0.4,2760.0,480.0,2280.0,1234,3320,19520.0,17177.0,52,0.27,1.03,116.18,0.42,,19° 17.225’,72° 54.337’
2797,08-07-2025,Aug,11:45:00,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,Bhayander ,Bhayander ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,4.6,7.5,27180.0,14.0,0.96,170,920,,2.01,5(BDL),102,11996.28,216.0,2.24,0.4,3880.0,520.0,3360.0,935,5881,25642.0,22564.0,59,0.31,1.09,200.7,0.53,,19° 19.042’,72° 51.409’
2805,08-07-2025,Aug,13:15:00,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,Arnala ,Arnala ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,29.0,4.8,7.8,37920.0,12.0,0.91,140,540,,2.71,5(BDL),108,16194.98,108.0,2.24,0.4,4640.0,760.0,3880.0,1471,8398,33290.0,29295.0,58,0.22,1.31,266.8,,,19° 26.951’,72° 44.950’
2806,08-07-2025,Aug,11:00:00,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,Uttan ,Uttan ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.4,7.7,39010.0,16.0,0.87,110,920,,10.1,5(BDL),118,15395.23,208.0,2.24,0.4,4840.0,720.0,4120.0,1612.5,7330,33158.0,29179.0,62,0.34,1.33,210.3,0.56,,19° 16.822’,72° 47.007’
2798,08-06-2025,Aug,10:05:00,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,Kharekuran Murbe ,Kharekuran Murbe ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,3.9,7.9,30560.0,18.0,0.62,140,540,,1.5,5(BDL),124,12696.06,208.0,1.5(BDL),0.4,4000.0,600.0,3400.0,973.5,6275,26892.0,23665.0,64,0.23,0.5(BDL),302,0.66,,19° 44.446’,72° 42.604’
2799,08-06-2025,Aug,11:30:00,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,Dandi ,Dandi ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4,8.0,30570.0,16.0,0.65,70,430,,1.44,5(BDL),122,13495.82,212.0,1.5(BDL),0.4,3800.0,660.0,3140.0,1057,7465,27384.0,24525.0,68,0.24,0.5(BDL),385,0.64,,19° 48.041’,72° 41.255’
2800,08-06-2025,Aug,10:30:00,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,Sarwali ,Sarwali ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.3,7.6,849.0,3.0,3.82,94,540,,1(BDL),5(BDL),184,130.96,20.0,5.6,0.4,262.0,156.0,106.0,26.32,65.3,721.0,635.0,14,0.2(BDL),0.5(BDL),6.94,1.1,,19° 46.201’,72° 45.091’
2807,08-06-2025,Aug,10:45:00,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,Navapur ,Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.4,7.8,29910.0,16.0,1.14,140,540,,1.47,5(BDL),130,13195.91,196.0,2.24,0.4,4120.0,640.0,3480.0,1119.5,6852,26120.0,22985.0,42,0.2(BDL),0.5(BDL),314.8,0.67,,19° 47.568’,72° 41.437’
2785,08-06-2025,Aug,11:00:00,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,BPT Navapur ,BPT Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Blackish,,0.0,26.0,0.3(BDL),7.4,5985.0,54.0,2.29,63,280,,19,5(BDL),526,1109.66,180.0,8.96,4.23,352.0,236.0,116.0,655.2,987.2,4985.0,4376.0,64,0.2(BDL),0.5(BDL),52.39,0.58,,19° 47.215’,72° 41.404’
2786,08-06-2025,Aug,11:55:00,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,0.3(BDL),7.3,2473.0,58.0,21,33,280,,3.95,5(BDL),198,709.78,144.0,28,4.07,728.0,476.0,252.0,108.12,281.6,2138.0,1920.0,16,0.2(BDL),0.5(BDL),12.87,2.1,,19° 47.138’,72° 44.412’
2787,08-06-2025,Aug,12:15:00,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,0.3(BDL),7.3,1728.0,110.0,1.41,40,220,,30.7,5(BDL),390,279.91,312.0,32.48,16.92,544.0,312.0,232.0,121.4,168.24,1690.0,1487.0,27,2,0.5(BDL),16.47,0.42,,19° 48.336’,72° 43.464’
2788,08-06-2025,Aug,12:30:00,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Raining,Less than 50cm,Others,Yes,Pale Yellow,,0.0,26.0,0.3(BDL),6.9,7297.0,210.0,2.16,33,280,,44.2,5(BDL),312,1909.41,624.0,28,14.9,736.0,280.0,456.0,548.6,1021,6202.0,5458.0,73,0.38,0.5(BDL),28.36,0.48,,19° 46.933’,72° 43.309’
2706,08-06-2025,Aug,10:00:00,"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.4,7.6,145.0,2.8,0.3(BDL),4,46,1.8(BDL),1(BDL),5(BDL),50,15,12.0,1.5(BDL),0.4,54.0,22.0,32.0,6.19,5(BDL),123.0,108.0,10(BDL),0.33,0.5(BDL),1(BDL),0.2(BDL),,19° 55.064’,72° 03.463’
2707,08-06-2025,Aug,10:30:00,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.2,7.5,145.0,3.2,0.3(BDL),1.8(BDL),22,1.8(BDL),1(BDL),5(BDL),46,15,32.0,1.5(BDL),0.4,66.0,32.0,34.0,6.82,5(BDL),124.0,105.0,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),,19° 47.134’,72° 50.362’
2708,08-06-2025,Aug,11:30:00,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.4,7.7,151.0,3.0,0.3(BDL),6,140,1.8(BDL),1(BDL),5(BDL),54,15.5,24.0,1.5(BDL),0.4,52.0,28.0,24.0,6.11,5.67,128.0,112.0,10(BDL),0.36,0.5(BDL),1(BDL),0.2(BDL),,19° 41.862’,72° 51.060’
2801,08-06-2025,Aug,12:10:00,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4,7.8,10890.0,12.5,0.68,140,540,,1.37,5(BDL),136,3598.88,84.0,1.5(BDL),0.4,1240.0,240.0,1000.0,291.6,2010,9256.0,8145.0,45,0.4,0.5(BDL),101,0.28,,19° 57.905’,72° 46.792’
2802,08-06-2025,Aug,13:05:00,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.2,8.0,10840.0,14.0,0.69,220,920,,1.55,5(BDL),138,3523.91,88.0,1.5(BDL),0.4,1200.0,270.0,930.0,291.6,1983,9214.0,8108.0,38,0.38,0.5(BDL),113.1,0.29,,19° 58.312’,72° 43.132’
1092,08-04-2025,Aug,11:00:00,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,28.0,6,7.7,152.0,3.8,0.72,17,110,1.8(BDL),4.61,5(BDL),70,11,8.0,1.5(BDL),0.4,60.0,34.0,26.0,6.23,5.35,128.0,112.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 27’,73° 10’
2791,08-04-2025,Aug,11:55:00,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,28.0,6,7.6,193.0,3.8,0.68,63,540,,2.45,5(BDL),82,16,8.0,1.5(BDL),0.4,70.0,38.0,32.0,8.04,7.8,160.0,140.0,10(BDL),0.2(BDL),0.5(BDL),1.72,0.2(BDL),,19° 15.71’,73° 07.043’
1093,08-04-2025,Aug,10:45:00,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,27.0,7,7.6,202.0,3.2,0.59,1.8(BDL),120,1.8(BDL),1.99,5(BDL),84,15,8.0,1.5(BDL),0.4,78.0,40.0,38.0,7.97,8.31,172.0,151.0,10(BDL),0.36,0.5(BDL),1(BDL),0.2(BDL),,19° 15’,73° 15’
2162,08-04-2025,Aug,14:25:00,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,7.4,7.7,188.0,3.0,0.53,1.8(BDL),79,1.8(BDL),1.34,5(BDL),80,14.5,12.0,1.5(BDL),0.4,70.0,36.0,34.0,6.07,7.97,160.0,141.0,10(BDL),0.32,0.5(BDL),1.39,0.2(BDL),,19°12.012’,73°13.612’
1094,08-04-2025,Aug,15:15:00,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,Yes,Clear,Odor Free,0.0,28.0,6.8,7.7,194.0,3.4,0.45,1.8(BDL),58,1.8(BDL),1.11,5(BDL),76,15,8.0,1.5(BDL),0.4,70.0,38.0,32.0,5.13,5.75,162.0,143.0,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),,19°08.969’,73°15.205 ’
2653,08-06-2025,Aug,11:00:00,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,No,Clear,Odor Free,0.0,26.0,7,8.0,879.0,3.2,0.37,94,430,6,1(BDL),5(BDL),328,77.98,24.0,1.5(BDL),0.4,274.0,158.0,116.0,32.88,43.14,747.0,657.0,10(BDL),0.2(BDL),0.5(BDL),2.68,0.2(BDL),,19° 26.874’,73° 20.964’
2654,08-06-2025,Aug,11:30:00,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,No,Clear,Odor Free,0.0,29.0,7.4,7.9,878.0,2.8,0.41,94,280,1.8(BDL),1(BDL),5(BDL),326,74.98,8.0,1.5(BDL),0.4,284.0,168.0,116.0,38.78,30.44,742.0,651.0,10(BDL),0.2(BDL),0.5(BDL),2.04,0.2(BDL),,19° 27.011’,73° 21.270’
